control_model	direction_cosine_to_measured_correction	PC1_control	PC2_control	PC3_control	PC3_negative_pull_recovered	control_norm	validation_status	n_features	beta_mode	feature_modality	random_iter	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid
random_shuffled_feature_unit_beta	0.6730379564770443	-0.19305737793752398	-0.18388225341096326	-0.1345461608718825	0.07016715121055793	0.2986410951308747	random_feature_value_control	5	unit	all_shuffled	188	1.089264511677278	0.857078743533849	0.9043661577148601	0.8487798699346262	0.2442796514215075	0.6299320274427815	0.2448033565252401	1.5666635350021403	1.9104332695957345	0.1111111111111111	0.4444444444444444	0.875	0.875	1.984510848504478	1.0224014859114376
random_shuffled_feature_unit_beta	-0.43652856590381317	0.4689346712836038	0.05540101755779054	0.02892069949844242	-0.015082430309956145	0.4730807600587656	random_feature_value_control	5	unit	all_shuffled	189	1.3397785687635366	1.015112391507425	1.154242532448226	0.8487798699346262	0.24651742872932092	0.6190214966945665	0.24703946815418035	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.08888888888888889	0.875	0.875	2.3944514382931996	1.0224014859114376
random_shuffled_feature_unit_beta	-0.43652856590381317	0.4689346712836038	0.05540101755779054	0.02892069949844242	-0.015082430309956145	0.4730807600587656	random_feature_value_control	5	unit	all_shuffled	190	1.3397785687635366	1.015112391507425	1.2774071142606698	0.8487798699346262	0.24651742872932092	0.6190214966945665	0.24703946815418035	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.08888888888888889	0.875	0.875	2.3944514382931996	1.0224014859114376
random_shuffled_feature_unit_beta	0.7509226931734262	0.09104735950837511	0.02503085295935209	-0.27178675859664053	0.14173947784089647	0.2877224485885461	random_feature_value_control	5	unit	all_shuffled	191	1.0786716476523264	0.8527354770750253	1.1043929986010639	0.8487798699346262	0.2439589661928265	0.6295013319647936	0.24448355215588688	1.5666635350021403	1.9104332695957345	0.15555555555555556	0.4888888888888889	0.875	0.875	1.963675298481628	1.0224014859114376
random_shuffled_feature_unit_beta	0.45224070834758373	-0.29743024577118954	-0.535790213987327	-0.18035519344635384	0.09405701395084833	0.6387987948541916	random_feature_value_control	5	unit	all_shuffled	192	1.0822298302187543	0.8366324320013621	0.9892902028173951	0.8487798699346262	0.24420469066890096	0.6321643395428211	0.24472327354822482	1.5666635350021403	1.9104332695957345	0.2222222222222222	0.4666666666666667	0.875	0.875	1.9676035634648883	1.0224014859114376
random_shuffled_feature_unit_beta	-0.43652856590381317	0.4689346712836038	0.05540101755779054	0.02892069949844242	-0.015082430309956145	0.4730807600587656	random_feature_value_control	5	unit	all_shuffled	193	1.3397785687635366	1.015112391507425	1.155307371352977	0.8487798699346262	0.24651742872932092	0.6190214966945665	0.24703946815418035	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.08888888888888889	0.875	0.875	2.3944514382931996	1.0224014859114376
random_shuffled_feature_unit_beta	0.7509226931734262	0.09104735950837511	0.02503085295935209	-0.27178675859664053	0.14173947784089647	0.2877224485885461	random_feature_value_control	5	unit	all_shuffled	194	1.0786716476523264	0.8527354770750253	0.9832025225589982	0.8487798699346262	0.2439589661928265	0.6295013319647936	0.24448355215588688	1.5666635350021403	1.9104332695957345	0.15555555555555556	0.4888888888888889	0.875	0.875	1.963675298481628	1.0224014859114376
random_shuffled_feature_unit_beta	-0.586729797439932	-0.06949440708326517	0.6392405968811478	0.557767413416435	-0.29088121269234685	0.8512123711425257	random_feature_value_control	5	unit	all_shuffled	195	1.538527792998525	1.0923982708452897	1.37165022397199	0.8487798699346263	0.24902152512811243	0.6083574631080416	0.24953785975323972	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.7399337322574313	1.0224014859114376
random_shuffled_feature_unit_beta	-0.43652856590381317	0.4689346712836038	0.05540101755779054	0.02892069949844242	-0.015082430309956145	0.4730807600587656	random_feature_value_control	5	unit	all_shuffled	196	1.3397785687635366	1.015112391507425	1.253247937001398	0.8487798699346262	0.24651742872932092	0.6190214966945665	0.24703946815418035	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.08888888888888889	0.875	0.875	2.3944514382931996	1.0224014859114376
random_shuffled_feature_unit_beta	0.7509226931734262	0.09104735950837511	0.02503085295935209	-0.27178675859664053	0.14173947784089647	0.2877224485885461	random_feature_value_control	5	unit	all_shuffled	197	1.0786716476523264	0.8527354770750253	0.8993051885052151	0.8487798699346262	0.2439589661928265	0.6295013319647936	0.24448355215588688	1.5666635350021403	1.9104332695957345	0.15555555555555556	0.4888888888888889	0.875	0.875	1.963675298481628	1.0224014859114376
random_shuffled_feature_unit_beta	0.6730379564770443	-0.19305737793752398	-0.18388225341096326	-0.1345461608718825	0.07016715121055793	0.2986410951308747	random_feature_value_control	5	unit	all_shuffled	198	1.089264511677278	0.857078743533849	0.921906258493723	0.8487798699346262	0.2442796514215075	0.6299320274427815	0.2448033565252401	1.5666635350021403	1.9104332695957345	0.1111111111111111	0.4444444444444444	0.875	0.875	1.984510848504478	1.0224014859114376
random_shuffled_feature_unit_beta	-0.586729797439932	-0.06949440708326517	0.6392405968811478	0.557767413416435	-0.29088121269234685	0.8512123711425257	random_feature_value_control	5	unit	all_shuffled	199	1.538527792998525	1.0923982708452897	1.3664208620109872	0.8487798699346263	0.24902152512811243	0.6083574631080416	0.24953785975323972	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.7399337322574313	1.0224014859114376
