stage	sample	cluster_name	age_weight_5yr	met_reads	total_reads	beta	n_cpg_observed
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	12.0	73.0	0.1643835616438356	8
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	2.0	112.0	0.017857142857142856	8
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	2.0	233.0	0.008583690987124463	6
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	0.0	26.0	0.0	1
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	1.0	195.0	0.005128205128205128	10
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	0.0	49.0	0.0	2
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	99.0	115.0	0.8608695652173913	10
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	143.0	420.0	0.3404761904761905	28
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	3.0	355.0	0.008450704225352112	20
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	3.0	0.0	1
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_950	0.033547863	5.0	17.0	0.29411764705882354	4
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	16.0	25.0	0.64	7
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_7052	0.031851411	3.0	3.0	1.0	2
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	108.0	191.0	0.5654450261780105	17
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	4.0	132.0	0.030303030303030304	7
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	0.0	6.0	0.0	2
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	1.0	2.0	0.5	2
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_643	0.045617076	36.0	218.0	0.1651376146788991	19
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	0.0	46.0	0.0	4
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	0.0	14.0	0.0	1
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	35.0	357.0	0.09803921568627451	18
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	0.0	123.0	0.0	8
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	0.0	52.0	0.0	6
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_832	0.093944091	83.0	103.0	0.8058252427184466	13
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_1718	0.013745268	0.0	3.0	0.0	3
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	0.0	4.0	0.0	2
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	2.0	3.0	0.6666666666666666	3
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	1.0	2.0	0.5	2
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	4.0	69.0	0.057971014492753624	10
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	9.0	101.0	0.0891089108910891	7
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	2.0	259.0	0.007722007722007722	6
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_1851	-0.015637944	1.0	1.0	1.0	1
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_1333	-0.042831806	0.0	1.0	0.0	1
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	13.0	216.0	0.06018518518518518	11
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	7.0	61.0	0.11475409836065574	4
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_1406	-0.010845082	1.0	1.0	1.0	1
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	118.0	168.0	0.7023809523809523	25
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	955.0	1099.0	0.8689717925386715	28
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	22.0	243.0	0.09053497942386832	15
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	22.0	0.0	4
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	9.0	38.0	0.23684210526315788	1
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_950	0.033547863	117.0	150.0	0.78	4
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_3766	-0.026841848	6.0	6.0	1.0	1
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_5679	0.024534686	43.0	43.0	1.0	1
8-cell	GSE49828_RRBS_8-cell1_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	1.0	5.0	0.2	3
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	46.0	56.0	0.8214285714285714	3
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	93.0	138.0	0.6739130434782609	17
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	10.0	107.0	0.09345794392523364	6
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	0.0	16.0	0.0	2
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_643	0.045617076	55.0	214.0	0.2570093457943925	19
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	0.0	22.0	0.0	4
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	0.0	33.0	0.0	1
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	86.0	314.0	0.27388535031847133	15
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	0.0	217.0	0.0	9
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	5.0	64.0	0.078125	6
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_832	0.093944091	16.0	25.0	0.64	13
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_1718	0.013745268	3.0	8.0	0.375	3
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	1.0	12.0	0.08333333333333333	5
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	2.0	2.0	1.0	1
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	4.0	73.0	0.0547945205479452	10
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	7.0	122.0	0.05737704918032787	11
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	14.0	513.0	0.02729044834307992	7
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	0.0	6.0	0.0	1
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_1333	-0.042831806	0.0	2.0	0.0	1
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	36.0	300.0	0.12	12
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_6020	-0.038638364	1.0	1.0	1.0	1
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	10.0	73.0	0.136986301369863	4
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	106.0	251.0	0.42231075697211157	20
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_3967	-0.027666536	0.0	4.0	0.0	2
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	373.0	740.0	0.504054054054054	28
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	31.0	327.0	0.09480122324159021	21
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	12.0	0.0	2
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	14.0	0.0	1
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_950	0.033547863	35.0	49.0	0.7142857142857143	4
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_5679	0.024534686	14.0	14.0	1.0	1
8-cell	GSE49828_RRBS_8-cell2_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	6.0	20.0	0.3	4
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	32.0	36.0	0.8888888888888888	3
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	155.0	277.0	0.5595667870036101	20
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	0.0	108.0	0.0	6
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	9.0	47.0	0.19148936170212766	3
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	2.0	2.0	1.0	2
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_643	0.045617076	18.0	130.0	0.13846153846153847	19
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	4.0	30.0	0.13333333333333333	6
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	1.0	39.0	0.02564102564102564	2
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	8.0	246.0	0.032520325203252036	15
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	0.0	125.0	0.0	8
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	2.0	71.0	0.028169014084507043	5
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_832	0.093944091	77.0	81.0	0.9506172839506173	13
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_1718	0.013745268	2.0	5.0	0.4	3
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	9.0	43.0	0.20930232558139536	6
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	3.0	3.0	1.0	1
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	28.0	156.0	0.1794871794871795	11
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	8.0	111.0	0.07207207207207207	10
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	0.0	231.0	0.0	6
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_1851	-0.015637944	2.0	2.0	1.0	1
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	1.0	23.0	0.043478260869565216	2
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_1333	-0.042831806	1.0	3.0	0.3333333333333333	3
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	13.0	204.0	0.06372549019607843	11
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	3.0	60.0	0.05	4
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	104.0	208.0	0.5	23
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	705.0	993.0	0.7099697885196374	30
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	3.0	204.0	0.014705882352941176	15
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	23.0	0.0	4
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_6114	0.03469714	2.0	2.0	1.0	1
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	12.0	0.0	1
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_7612	0.043674447	13.0	32.0	0.40625	27
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_950	0.033547863	34.0	46.0	0.7391304347826086	4
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_5679	0.024534686	23.0	23.0	1.0	1
8-cell	GSE49828_RRBS_8-cell3_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	6.0	15.0	0.4	7
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	35.0	41.0	0.8536585365853658	7
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_5923	0.033485903	1.0	2.0	0.5	2
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	183.0	243.0	0.7530864197530864	20
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	8.0	110.0	0.07272727272727272	7
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	0.0	26.0	0.0	2
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	5.0	5.0	1.0	2
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_643	0.045617076	0.0	79.0	0.0	19
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	42.0	48.0	0.875	8
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_652	0.040863042	0.0	2.0	0.0	1
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	0.0	24.0	0.0	1
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	6.0	168.0	0.03571428571428571	14
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	1.0	135.0	0.007407407407407408	8
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	1.0	45.0	0.022222222222222223	6
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_832	0.093944091	77.0	93.0	0.8279569892473119	13
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_1718	0.013745268	0.0	7.0	0.0	5
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	1.0	25.0	0.04	6
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	1.0	13.0	0.07692307692307693	8
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	0.0	92.0	0.0	9
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	6.0	132.0	0.045454545454545456	11
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	0.0	488.0	0.0	7
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	1.0	11.0	0.09090909090909091	2
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_1333	-0.042831806	0.0	1.0	0.0	1
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	5.0	189.0	0.026455026455026454	11
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_6020	-0.038638364	1.0	1.0	1.0	1
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	5.0	83.0	0.060240963855421686	3
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	90.0	218.0	0.41284403669724773	21
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_3967	-0.027666536	0.0	7.0	0.0	2
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	539.0	1005.0	0.536318407960199	28
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	3.0	249.0	0.012048192771084338	13
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	12.0	0.0	6
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	15.0	0.0	1
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_7612	0.043674447	1.0	80.0	0.0125	20
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_950	0.033547863	73.0	76.0	0.9605263157894737	4
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_5679	0.024534686	20.0	20.0	1.0	1
morula	GSE49828_RRBS_Morula1_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	0.0	8.0	0.0	4
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	29.0	37.0	0.7837837837837838	6
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	111.0	191.0	0.581151832460733	16
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_2776	-0.057703016	1.0	1.0	1.0	1
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	0.0	102.0	0.0	6
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	0.0	6.0	0.0	2
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	2.0	3.0	0.6666666666666666	2
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_643	0.045617076	19.0	87.0	0.21839080459770116	19
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	12.0	39.0	0.3076923076923077	4
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	0.0	36.0	0.0	1
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	33.0	296.0	0.11148648648648649	15
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	4.0	156.0	0.02564102564102564	9
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	1.0	39.0	0.02564102564102564	3
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_832	0.093944091	29.0	31.0	0.9354838709677419	13
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	0.0	8.0	0.0	2
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	0.0	3.0	0.0	3
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	40.0	157.0	0.25477707006369427	9
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	2.0	20.0	0.1	7
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	48.0	237.0	0.20253164556962025	7
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	9.0	314.0	0.028662420382165606	11
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	2.0	69.0	0.028985507246376812	3
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	145.0	211.0	0.6872037914691943	22
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_3967	-0.027666536	0.0	4.0	0.0	2
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	690.0	1013.0	0.6811451135241856	28
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	13.0	201.0	0.06467661691542288	15
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	1.0	30.0	0.03333333333333333	4
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_6114	0.03469714	12.0	12.0	1.0	1
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	5.0	24.0	0.20833333333333334	1
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_7612	0.043674447	5.0	46.0	0.10869565217391304	16
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_950	0.033547863	47.0	50.0	0.94	4
morula	GSE49828_RRBS_Morula2_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	0.0	2.0	0.0	2
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	22.0	32.0	0.6875	8
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	72.0	115.0	0.6260869565217392	17
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	0.0	68.0	0.0	7
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	4.0	28.0	0.14285714285714285	2
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	3.0	3.0	1.0	1
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_643	0.045617076	75.0	116.0	0.646551724137931	18
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	2.0	16.0	0.125	4
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	1.0	13.0	0.07692307692307693	2
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	10.0	138.0	0.07246376811594203	9
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	1.0	48.0	0.020833333333333332	8
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	0.0	18.0	0.0	3
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_832	0.093944091	16.0	16.0	1.0	13
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	1.0	3.0	0.3333333333333333	3
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	2.0	2.0	1.0	1
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	9.0	79.0	0.11392405063291139	10
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	0.0	34.0	0.0	9
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	13.0	154.0	0.08441558441558442	6
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	0.0	7.0	0.0	1
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_1333	-0.042831806	0.0	1.0	0.0	1
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	11.0	224.0	0.049107142857142856	11
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	2.0	36.0	0.05555555555555555	3
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	32.0	87.0	0.367816091954023	10
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_3967	-0.027666536	1.0	2.0	0.5	2
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	277.0	484.0	0.5723140495867769	28
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	4.0	189.0	0.021164021164021163	18
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	1.0	17.0	0.058823529411764705	5
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	4.0	0.0	1
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_7612	0.043674447	1.0	60.0	0.016666666666666666	15
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_950	0.033547863	31.0	55.0	0.5636363636363636	4
morula	GSE49828_RRBS_Morula3_methylation_calling.bed.txt.gz	cluster_5679	0.024534686	7.0	7.0	1.0	1
