geo_accession	sample	population	individual	cluster_name	basin_residual_rank	latent_residual_delta_beta	module_id	meth	total	beta
GSM2948425	SP2_RRBS	SP	2	cluster_4909	39	0.0455104341629634	M15	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1718	40	0.0448208684134199	M00	0.0	1.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_6532	41	0.0433800224032729	M09	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_2365	42	-0.0420659517157953	M07	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1758	43	0.0414697851795486	M01	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_6604	44	0.0406870160028717	M03	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3519	45	-0.0396155009392248	M01	27.0	56.0	0.48214285714285715
GSM2948425	SP2_RRBS	SP	2	cluster_916	46	0.0347796982761695	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3684	47	0.0330316810641798	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1556	48	-0.0326013937956062	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_6143	49	0.0324829247082393	M08	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5240	50	0.0306570107148617	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4364	51	0.0287617835195389	M04	1.0	3.0	0.3333333333333333
GSM2948425	SP2_RRBS	SP	2	cluster_950	52	-0.0286656787681627	M03	112.0	145.0	0.7724137931034483
GSM2948425	SP2_RRBS	SP	2	cluster_1523	53	0.0286577847525831	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4907	54	0.0281918746673707	M08	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3660	55	-0.0267335027684852	M04	0.0	2.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_5064	56	-0.0265140525538444	M07	5.0	46.0	0.10869565217391304
GSM2948425	SP2_RRBS	SP	2	cluster_4532	57	0.0255573795701712	M13	0.0	6.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_3762	58	0.0254792161705422	M07	0.0	61.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_6518	59	0.0249569027227029	M04	57.0	123.0	0.4634146341463415
GSM2948425	SP2_RRBS	SP	2	cluster_1715	60	-0.0242076987155792	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_7425	61	0.0238933079941673	M01	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1333	62	-0.023856994352479	M04	1.0	1.0	1.0
GSM2948425	SP2_RRBS	SP	2	cluster_5928	63	0.0236668655051044	M04	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1688	64	0.0232575833755816	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5215	65	0.0225779114774131	M13	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1806	66	0.0225683910443349	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_840	67	0.0225100814059266	M13	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_2776	68	-0.0224303631697264	M14	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_6406	69	0.0215921505818914	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_6171	70	0.0212502803673657	M04	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_2324	71	0.0206743665662644	M14	13.0	60.0	0.21666666666666667
GSM2948425	SP2_RRBS	SP	2	cluster_2126	72	0.020437472066274	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3133	73	-0.0204314138955557	M14	5.0	33.0	0.15151515151515152
GSM2948425	SP2_RRBS	SP	2	cluster_915	74	-0.0199935342096491	M07	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4920	75	0.0196173272824462	M13	3.0	8.0	0.375
GSM2948425	SP2_RRBS	SP	2	cluster_4084	76	-0.0195509484423129	M04	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_634	77	0.0191270264069371	M13	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4449	78	0.0189100674522665	M13	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3227	79	0.0182982290311602	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_483	80	-0.0182694894255372	M11	0.0	1.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_1586	81	0.0172386176409699	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_2004	82	0.0160837424277074	M11	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5020	83	-0.0153864516463316	M00	2.0	2.0	1.0
GSM2948425	SP2_RRBS	SP	2	cluster_4889	84	-0.0150375801511645	M01	38.0	52.0	0.7307692307692307
GSM2948425	SP2_RRBS	SP	2	cluster_5516	85	0.0145793093893729	M07	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3766	86	0.0144981483232047	M14	1.0	2.0	0.5
GSM2948425	SP2_RRBS	SP	2	cluster_5599	87	0.014392782084662	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3967	88	0.013740044568184	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4897	89	-0.0136649263686845	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_126	90	-0.0135635274944179	M06	11.0	27.0	0.4074074074074074
GSM2948425	SP2_RRBS	SP	2	cluster_1126	91	-0.0135334574224416	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5760	92	0.0134841343385623	M06	72.0	78.0	0.9230769230769231
GSM2948425	SP2_RRBS	SP	2	cluster_6442	93	-0.0131981346851816	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1007	94	0.0125476901199886	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_618	95	0.0124576729934927	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4538	96	-0.0121196315524591	M01	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3928	97	-0.0120497501188807	M01	1.0	1.0	1.0
GSM2948425	SP2_RRBS	SP	2	cluster_1607	98	0.0117056333091945	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_7683	99	-0.0115945833010138	M06	2.0	2.0	1.0
GSM2948425	SP2_RRBS	SP	2	cluster_6020	100	-0.0114444631483763	M06	4.0	5.0	0.8
GSM2948425	SP2_RRBS	SP	2	cluster_7095	101	0.011326551648274	M06	21.0	68.0	0.3088235294117647
GSM2948425	SP2_RRBS	SP	2	cluster_293	102	-0.0113203313595498	M00	1.0	1.0	1.0
GSM2948425	SP2_RRBS	SP	2	cluster_23	103	0.0109137307456697	M06	23.0	63.0	0.36507936507936506
GSM2948425	SP2_RRBS	SP	2	cluster_7052	104	-0.0107305322500505	M08	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4551	105	0.0105117013064552	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5656	106	0.0102486990911319	M14	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3123	107	0.0100925810247043	M01	3.0	6.0	0.5
GSM2948425	SP2_RRBS	SP	2	cluster_4064	108	-0.0098634878555215	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1257	109	-0.0096917226454566	M02	1.0	16.0	0.0625
GSM2948425	SP2_RRBS	SP	2	cluster_5659	110	0.0094636497262664	M07	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_2727	111	0.0090489299184929	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4593	112	-0.0089748354245758	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5447	113	0.0086766287176006	M02	1.0	5.0	0.2
GSM2948425	SP2_RRBS	SP	2	cluster_5608	114	0.0086324813042938	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5336	115	0.0085940936800676	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3303	116	0.0085939111069334	M02	74.0	135.0	0.5481481481481482
GSM2948425	SP2_RRBS	SP	2	cluster_6400	117	0.0079365451189275	M04	161.0	256.0	0.62890625
GSM2948425	SP2_RRBS	SP	2	cluster_4420	118	0.0078800653460011	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1976	119	-0.0077316862708786	M01	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1406	120	0.0074696948770885	M07	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4899	121	0.0073274438649349	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_7341	122	0.0072423769026625	M03	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_1564	123	-0.0071050622888113	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3362	124	0.0069950097435394	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5400	125	0.0069035186180976	M02	0.0	7.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_3369	126	0.0067836463293485	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3978	127	-0.0066719968616041	M06	11.0	44.0	0.25
GSM2948425	SP2_RRBS	SP	2	cluster_6871	128	0.0064412208159518	M02	16.0	22.0	0.7272727272727273
GSM2948425	SP2_RRBS	SP	2	cluster_1922	129	0.0063867158268501	M04	0.0	4.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_1851	130	-0.0059938138733272	M02	0.0	6.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_2355	131	0.0058218859076673	M11	6.0	64.0	0.09375
GSM2948425	SP2_RRBS	SP	2	cluster_900	132	0.0054206039368366	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_3416	133	0.0051703497683711	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_4028	134	0.0049639717947311	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5966	135	-0.0047669051413519	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5024	136	-0.0045462418781285	M02	1.0	40.0	0.025
GSM2948425	SP2_RRBS	SP	2	cluster_123	137	-0.0044926365869018	M11	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_7504	138	0.0044878001320038	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5252	139	0.0044561738151872	M15	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_6275	140	-0.0043033178568181	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_883	141	0.0040790838873312	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_7000	142	0.0038976825557504	M02	9.0	20.0	0.45
GSM2948425	SP2_RRBS	SP	2	cluster_2832	143	0.0037662201832184	M02	17.0	172.0	0.09883720930232558
GSM2948425	SP2_RRBS	SP	2	cluster_315	144	-0.0035426819026432	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_386	145	-0.0025304369417066	M00	0.0	2.0	0.0
GSM2948425	SP2_RRBS	SP	2	cluster_7612	146	-0.0024722167083421	M04	2.0	12.0	0.16666666666666666
GSM2948425	SP2_RRBS	SP	2	cluster_3336	147	0.0024505685203961	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5307	148	-0.002172344139453	M02	43.0	75.0	0.5733333333333334
GSM2948425	SP2_RRBS	SP	2	cluster_1921	149	-0.0020292941244891	M08	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_67	150	0.0019896580789447	M02	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_652	151	0.0014656449645791	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_2910	152	0.0014337262853429	M00	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_2637	153	-0.0010649187275356	M06	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_6410	154	0.0005424621144622	M06	32.0	50.0	0.64
GSM2948425	SP2_RRBS	SP	2	cluster_6163	155	-0.0001808382892402	M08	0.0	0.0	
GSM2948425	SP2_RRBS	SP	2	cluster_5580	156	-1.2258168814039167e-05	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2623	1	-0.1966477625952775	M05	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6262	2	-0.1912454605053165	M10	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6892	3	-0.1797887109823562	M05	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5678	4	-0.1645691559665318	M10	3.0	33.0	0.09090909090909091
GSM2948426	CTB2_RRBS	CTB	2	cluster_3275	5	-0.1422064863349969	M05	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4373	6	-0.1361948309072878	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4141	7	-0.1345314971598012	M05	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_7042	8	-0.1297927692615848	M05	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4605	9	-0.1245572055941755	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6498	10	0.1233684733597841	M12	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2743	11	-0.1179709977870684	M07	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6960	12	-0.1150872869677093	M01	0.0	1.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_1742	13	0.1109335240179164	M08	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6655	14	-0.1006123569637234	M01	98.0	126.0	0.7777777777777778
GSM2948426	CTB2_RRBS	CTB	2	cluster_4404	15	-0.0972246935380607	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_543	16	0.0903190284088766	M08	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4026	17	0.0834739790170535	M03	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4904	18	0.079519979974636	M12	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6651	19	-0.0778453896585507	M01	3.0	7.0	0.42857142857142855
GSM2948426	CTB2_RRBS	CTB	2	cluster_5923	20	0.0774541554875099	M09	4.0	5.0	0.8
GSM2948426	CTB2_RRBS	CTB	2	cluster_242	21	0.0773625907521746	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6087	22	-0.0747346449206742	M10	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6495	23	0.074610828498747	M09	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_7072	24	-0.0731353853165772	M01	1.0	3.0	0.3333333333333333
GSM2948426	CTB2_RRBS	CTB	2	cluster_2190	25	0.0710896289019975	M12	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_587	26	-0.0693649918891212	M05	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_125	27	-0.0639287189875389	M07	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5002	28	-0.0620667827294791	M01	100.0	180.0	0.5555555555555556
GSM2948426	CTB2_RRBS	CTB	2	cluster_643	29	0.0618002006883134	M13	21.0	24.0	0.875
GSM2948426	CTB2_RRBS	CTB	2	cluster_832	30	0.0616692971968747	M01	15.0	31.0	0.4838709677419355
GSM2948426	CTB2_RRBS	CTB	2	cluster_5679	31	-0.0613185877440524	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1387	32	0.0591703250537913	M12	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6114	33	-0.0590051237513787	M01	0.0	1.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_1764	34	-0.0569407704222629	M15	2.0	2.0	1.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_5661	35	0.0516704121145394	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6975	36	-0.0499656462751898	M03	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3348	37	0.047389319232879	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5977	38	0.0462132483412721	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4909	39	0.0455104341629634	M15	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1718	40	0.0448208684134199	M00	3.0	6.0	0.5
GSM2948426	CTB2_RRBS	CTB	2	cluster_6532	41	0.0433800224032729	M09	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2365	42	-0.0420659517157953	M07	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1758	43	0.0414697851795486	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6604	44	0.0406870160028717	M03	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3519	45	-0.0396155009392248	M01	9.0	19.0	0.47368421052631576
GSM2948426	CTB2_RRBS	CTB	2	cluster_916	46	0.0347796982761695	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3684	47	0.0330316810641798	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1556	48	-0.0326013937956062	M00	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6143	49	0.0324829247082393	M08	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5240	50	0.0306570107148617	M06	2.0	2.0	1.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_4364	51	0.0287617835195389	M04	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_950	52	-0.0286656787681627	M03	40.0	62.0	0.6451612903225806
GSM2948426	CTB2_RRBS	CTB	2	cluster_1523	53	0.0286577847525831	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4907	54	0.0281918746673707	M08	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3660	55	-0.0267335027684852	M04	1.0	1.0	1.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_5064	56	-0.0265140525538444	M07	5.0	50.0	0.1
GSM2948426	CTB2_RRBS	CTB	2	cluster_4532	57	0.0255573795701712	M13	1.0	14.0	0.07142857142857142
GSM2948426	CTB2_RRBS	CTB	2	cluster_3762	58	0.0254792161705422	M07	0.0	37.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_6518	59	0.0249569027227029	M04	33.0	80.0	0.4125
GSM2948426	CTB2_RRBS	CTB	2	cluster_1715	60	-0.0242076987155792	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_7425	61	0.0238933079941673	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1333	62	-0.023856994352479	M04	1.0	5.0	0.2
GSM2948426	CTB2_RRBS	CTB	2	cluster_5928	63	0.0236668655051044	M04	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1688	64	0.0232575833755816	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5215	65	0.0225779114774131	M13	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1806	66	0.0225683910443349	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_840	67	0.0225100814059266	M13	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2776	68	-0.0224303631697264	M14	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6406	69	0.0215921505818914	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6171	70	0.0212502803673657	M04	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2324	71	0.0206743665662644	M14	7.0	35.0	0.2
GSM2948426	CTB2_RRBS	CTB	2	cluster_2126	72	0.020437472066274	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3133	73	-0.0204314138955557	M14	5.0	19.0	0.2631578947368421
GSM2948426	CTB2_RRBS	CTB	2	cluster_915	74	-0.0199935342096491	M07	2.0	2.0	1.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_4920	75	0.0196173272824462	M13	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4084	76	-0.0195509484423129	M04	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_634	77	0.0191270264069371	M13	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4449	78	0.0189100674522665	M13	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3227	79	0.0182982290311602	M00	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_483	80	-0.0182694894255372	M11	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1586	81	0.0172386176409699	M00	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2004	82	0.0160837424277074	M11	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5020	83	-0.0153864516463316	M00	0.0	2.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_4889	84	-0.0150375801511645	M01	19.0	24.0	0.7916666666666666
GSM2948426	CTB2_RRBS	CTB	2	cluster_5516	85	0.0145793093893729	M07	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3766	86	0.0144981483232047	M14	0.0	2.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_5599	87	0.014392782084662	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3967	88	0.013740044568184	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4897	89	-0.0136649263686845	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_126	90	-0.0135635274944179	M06	1.0	4.0	0.25
GSM2948426	CTB2_RRBS	CTB	2	cluster_1126	91	-0.0135334574224416	M00	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5760	92	0.0134841343385623	M06	72.0	84.0	0.8571428571428571
GSM2948426	CTB2_RRBS	CTB	2	cluster_6442	93	-0.0131981346851816	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1007	94	0.0125476901199886	M00	0.0	2.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_618	95	0.0124576729934927	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4538	96	-0.0121196315524591	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3928	97	-0.0120497501188807	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1607	98	0.0117056333091945	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_7683	99	-0.0115945833010138	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_6020	100	-0.0114444631483763	M06	4.0	4.0	1.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_7095	101	0.011326551648274	M06	10.0	23.0	0.43478260869565216
GSM2948426	CTB2_RRBS	CTB	2	cluster_293	102	-0.0113203313595498	M00	1.0	2.0	0.5
GSM2948426	CTB2_RRBS	CTB	2	cluster_23	103	0.0109137307456697	M06	29.0	71.0	0.4084507042253521
GSM2948426	CTB2_RRBS	CTB	2	cluster_7052	104	-0.0107305322500505	M08	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4551	105	0.0105117013064552	M00	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5656	106	0.0102486990911319	M14	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3123	107	0.0100925810247043	M01	2.0	4.0	0.5
GSM2948426	CTB2_RRBS	CTB	2	cluster_4064	108	-0.0098634878555215	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1257	109	-0.0096917226454566	M02	1.0	16.0	0.0625
GSM2948426	CTB2_RRBS	CTB	2	cluster_5659	110	0.0094636497262664	M07	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2727	111	0.0090489299184929	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4593	112	-0.0089748354245758	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5447	113	0.0086766287176006	M02	3.0	6.0	0.5
GSM2948426	CTB2_RRBS	CTB	2	cluster_5608	114	0.0086324813042938	M00	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5336	115	0.0085940936800676	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3303	116	0.0085939111069334	M02	37.0	63.0	0.5873015873015873
GSM2948426	CTB2_RRBS	CTB	2	cluster_6400	117	0.0079365451189275	M04	97.0	150.0	0.6466666666666666
GSM2948426	CTB2_RRBS	CTB	2	cluster_4420	118	0.0078800653460011	M06	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1976	119	-0.0077316862708786	M01	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1406	120	0.0074696948770885	M07	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4899	121	0.0073274438649349	M00	2.0	2.0	1.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_7341	122	0.0072423769026625	M03	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1564	123	-0.0071050622888113	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3362	124	0.0069950097435394	M02	1.0	7.0	0.14285714285714285
GSM2948426	CTB2_RRBS	CTB	2	cluster_5400	125	0.0069035186180976	M02	2.0	2.0	1.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_3369	126	0.0067836463293485	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3978	127	-0.0066719968616041	M06	9.0	25.0	0.36
GSM2948426	CTB2_RRBS	CTB	2	cluster_6871	128	0.0064412208159518	M02	12.0	22.0	0.5454545454545454
GSM2948426	CTB2_RRBS	CTB	2	cluster_1922	129	0.0063867158268501	M04	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_1851	130	-0.0059938138733272	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_2355	131	0.0058218859076673	M11	0.0	37.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_900	132	0.0054206039368366	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_3416	133	0.0051703497683711	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_4028	134	0.0049639717947311	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5966	135	-0.0047669051413519	M02	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_5024	136	-0.0045462418781285	M02	1.0	28.0	0.03571428571428571
GSM2948426	CTB2_RRBS	CTB	2	cluster_123	137	-0.0044926365869018	M11	0.0	0.0	
GSM2948426	CTB2_RRBS	CTB	2	cluster_7504	138	0.0044878001320038	M00	0.0	1.0	0.0
GSM2948426	CTB2_RRBS	CTB	2	cluster_5252	139	0.0044561738151872	M15	0.0	0.0	
